直播id,直播开始时间,直播结束时间,GPM,9990,累计观看人数,新增粉丝数,999,整体成单率,直播间评论次数,直播间分享次数,整体下单率,整体下单数,直播间平均成单金额(元),直播间新加团人数,直播间商品点击次数,直播间查看购物车次数,直播间打赏次数,消耗(元),广告GPM(元),广告ROI,广告成交金额(元),广告成单数,广告成单率,广告点击次数,广告点击率,平均千次展现费用(元),广告下单数,广告下单率,广告点击单价(元),广告转化率,广告转化数,广告转化成本(元),广告平均成单金额(元),广告引导超1分钟观看人数
7.06E+18,1644663301,1644679516,1786.13,135867.51,76068,1131,2951,6.92,4591,58,8.97,3823,46.04,26,16346,23343,173,37946.74,2332.46,2.56,97070,2193,5.14,42633,3.23,28.72,2878,6.75,0.89,4.57,1947,19.49,44.26,9473
7.06E+18,1644749706,1644765938,2075.63,172714.92,83211,1457,3520,6.56,5312,78,8.43,4524,49.07,43,20449,23814,195,50857.43,2442.78,2.51,127625.42,2653,4.94,53696,3.04,28.83,3437,6.4,0.95,4.35,2338,21.75,48.11,11704
7.06E+18,1644922529,1644938759,1904.33,115061.44,60421,797,2447,7.06,3725,47,9.16,3173,47.02,23,15035,16704,148,30761.08,2102.89,2.3,70737.1,1593,4.6,34642,3.04,27.03,2114,6.1,0.89,4.11,1423,21.62,44.41,7171
7.06E+18,1644904501,1644920722,1314.58,24332.81,18510,197,532,7.28,662,7,9.32,681,45.74,3,4448,5124,36,7522.02,1993.15,1.89,14245.01,327,4.48,7306,1.98,20.35,424,5.8,1.03,3.97,290,25.94,43.56,1394
7.07E+18,1645008902,1645025173,2202.65,106606.23,48399,532,2076,9.15,3216,38,11.71,2659,51.35,17,13155,14980,130,25891.13,3028.72,2.57,66468.33,1336,5.89,22700,3.12,35.57,1708,7.52,1.14,5.29,1201,21.56,49.75,5336
7.07E+18,1645095301,1645111535,2026.16,97855.41,48296,545,1881,7.36,2972,139,9.01,2303,52.02,14,11741,13789,117,24424.55,2504.46,2.6,63470.45,1232,4.82,25549,3.64,34.75,1536,6.01,0.96,4.17,1065,22.93,51.52,5347
7.07E+18,1645181712,1645197927,2373.78,126653.19,53355,785,2512,8.51,4300,64,10.57,3119,50.42,25,14262,17059,133,32407.87,2919.84,2.62,84821.29,1731,5.87,29501,3.28,36.05,2175,7.37,1.1,5.08,1498,21.63,49,6817
7.07E+18,1645161003,1645168221,979.53,9505.4,9704,88,223,6.75,357,5,8.63,285,42.63,3,2090,2361,19,3785.14,1262.31,1.14,4320.9,104,3.15,3304,2.46,28.19,138,4.18,1.15,3.27,108,35.05,41.55,657
7.07E+18,1645268110,1645284328,2107.01,107390.16,50968,729,2133,8.31,4081,45,10.19,2614,50.35,25,13288,15816,112,26716.26,2717.5,2.6,69391.26,1391,5.42,25660,3.13,32.59,1710,6.66,1.04,4.64,1190,22.45,49.89,5847
7.07E+18,1645354503,1645370723,1882.09,150972.08,80215,1257,3216,6.61,5516,92,8.14,3958,46.94,44,18383,20619,152,38885.42,1984.44,2.4,93449.37,2029,4.29,47248,3.69,30.38,2561,5.42,0.82,3.75,1771,21.96,46.06,10320
7.07E+18,1645527305,1645543516,2118.5,157514.58,74352,1191,3177,6.63,4499,69,8.08,3875,49.58,39,17534,21390,180,46197,2393.17,2.43,112031.62,2320,4.84,47950,3.58,34.46,2870,5.99,0.96,4.19,2008,23.01,48.29,10043
7.07E+18,1645613702,1645629950,2059.23,113066.34,54907,826,2486,7.93,3448,62,9.65,3028,45.48,17,14005,16320,139,32167.59,2502.63,2.41,77481.3,1753,5.59,31368,3.52,36.13,2118,6.75,1.03,4.72,1481,21.72,44.2,6932
7.07E+18,1645570518,1645578183,879.51,11175.9,12707,133,232,3.35,409,1,4.25,295,48.17,5,2044,2603,41,5071.66,743.96,1.09,5503.8,125,1.8,6934,2.32,16.99,166,2.39,0.73,1.82,126,40.25,44.03,1580
7.07E+18,1645700104,1645716334,1822.11,76554.21,42014,591,1645,6.38,2622,38,7.98,2057,46.54,17,10590,12770,107,24254.98,2060.99,2.11,51213.51,1171,4.54,25787,3.51,33.04,1462,5.67,0.94,4.09,1054,23.01,43.73,5233
7.07E+18,1645786504,1645802722,1913.78,68869.22,35986,368,1320,7.73,2217,39,9.55,1631,52.17,30,9065,10646,116,16119.65,2403.22,2.49,40068.9,802,4.7,17081,3.74,35.29,1003,5.87,0.94,4.24,725,22.23,49.96,3733
7.07E+18,1645872905,1645889119,1888.42,56611.19,29978,368,947,6.14,2481,37,7.56,1166,59.78,8,8543,10661,94,15968.44,2445.15,2.29,36638.09,630,4.08,15426,3.2,33.13,787,5.1,1.04,4.07,628,25.43,58.16,3591
7.07E+18,1645959303,1645975532,2418.79,73228.99,30275,365,1083,6.94,1862,30,8.87,1383,67.62,11,9153,11365,86,16042.56,3065.6,2.85,45760.2,684,4.39,15594,3.25,33.49,877,5.62,1.03,4.48,699,22.95,66.9,3915
7.07E+18,1646132102,1646148335,2505.97,132458.01,52857,958,2071,6.83,4370,45,8.61,2609,63.96,30,15788,18462,192,29703.06,2935.72,2.86,85083.01,1347,4.44,30313,3.5,34.27,1722,5.68,0.98,4.21,1276,23.28,63.16,7474
7.07E+18,1646110828,1646121870,1625.52,19473.71,11980,139,338,5.84,517,11,7.43,430,57.61,3,3340,3957,20,5906.68,2179.07,2.05,12130.9,217,3.75,5784,3.9,39.86,284,4.91,1.02,3.63,210,28.13,55.9,1336
7.07E+18,1646218555,1646234764,2408.59,87005.5,36123,427,1368,7.72,2843,42,9.89,1751,63.6,19,10845,13088,132,19010.85,3075.22,2.75,52278.8,841,4.75,17709,4.02,43.18,1116,6.3,1.07,4.78,846,22.47,62.16,4648
7.07E+18,1646196905,1646214916,1471.11,28360,19278,210,478,4.98,698,21,6.48,622,59.33,5,4903,5560,44,7790.36,1628.79,1.96,15302.5,275,2.87,9598,2.46,20.01,370,3.85,0.81,2.84,273,28.54,55.65,2025
7.07E+18,1646304933,1646321150,2418.81,85570.1,35377,375,1385,8.84,2567,34,11.02,1726,61.78,29,9879,11827,121,16067.12,3021.62,2.87,46088.8,782,4.99,15669,3.88,39.8,991,6.32,1.03,4.79,751,21.39,58.94,4326
7.07E+18,1646283421,1646290665,1231.95,7618.4,6184,50,127,5.35,192,3,7.12,169,59.99,1,1487,1656,17,2329.94,1469.03,1.47,3424.3,63,2.65,2373,3.16,31.07,88,3.71,0.98,2.74,65,35.85,54.35,563
7.07E+18,1646391305,1646407525,2016.58,72935.8,36168,407,1279,6.23,2507,55,8.01,1643,57.03,31,9092,10913,87,20014.57,2459.36,2.41,48156.8,854,4.16,20515,3.7,36.08,1125,5.48,0.98,3.9,800,25.02,56.39,4401
7.07E+18,1646370022,1646387930,1303.23,18068,13864,134,312,5.89,492,8,7.36,390,57.91,5,3561,3908,21,4718.73,1430.77,1.63,7681.8,140,2.64,5298,3.26,29.07,180,3.4,0.89,2.68,142,33.23,54.87,1124
7.07E+18,1646478070,1646492506,2150.53,47077.3,21891,129,1508,280.82,2711,19,319.55,1716,31.22,10,10469,11177,81,464.73,5951.48,6.04,2809.1,89,16.57,537,3.08,26.63,114,21.23,0.87,13.04,70,6.64,31.56,205
7.07E+18,1646456106,1646470718,1289.2,13942.7,10815,76,242,6.71,351,9,8.13,293,57.61,5,2563,2790,19,3704.95,1703.29,1.8,6682,111,3.08,3606,2.93,30.08,130,3.61,1.03,2.77,100,37.05,60.2,819
7.07E+18,1646564103,1646578558,2153.14,54414.21,25272,179,1543,0,2191,24,0,1782,35.27,19,11652,11724,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.07E+18,1646650502,1646665038,2273.01,60905.37,26795,192,1766,95.05,2224,30,112.86,2097,34.49,17,11590,11501,96,1510.76,6690.17,7.45,11252.87,336,18.08,1858,5.14,41.78,394,21.21,0.81,12.27,228,6.63,33.49,634
7.07E+18,1646736907,1646751330,2397.19,65992.16,27529,194,1724,137.37,2072,30,164.94,2070,38.28,10,11502,11685,89,972.61,4061.87,5.08,4943.3,165,13.15,1255,5.07,39.27,203,16.18,0.77,11.08,139,7,29.96,986
7.07E+18,1646909702,1646924185,2065.85,39356.42,19051,119,976,45.5,1315,10,52.59,1128,40.32,8,6130,7100,39,1332.96,3904.85,5.84,7782.36,211,9.84,2145,5.76,35.79,242,11.28,0.62,8.02,172,7.75,36.88,620
7.07E+18,1647003302,1647012324,1936.43,36823.15,19016,135,659,7.84,1214,10,9.48,797,55.88,8,4147,5660,66,8089.42,2445.44,2.51,20289.85,365,4.34,8407,3.74,35.97,444,5.28,0.96,4.04,340,23.79,55.59,1759
7.07E+18,1646996103,1646999911,1703.79,9888.8,5804,35,170,8.74,242,4,10.69,208,58.17,0,1174,1623,12,1377.44,2180.83,3.04,4187.2,73,3.75,1946,4.83,34.18,88,4.52,0.71,3.13,61,22.58,57.36,396
7.07E+18,1647082504,1647098722,1667.12,52475.8,31477,235,970,7.88,1585,24,9.68,1191,54.1,21,6717,8763,100,10431.75,2028.07,2.47,25801.1,508,4.13,12302,3.78,32.08,604,4.91,0.85,3.67,451,23.13,50.79,2537
7.07E+18,1647168902,1647185115,1486.82,45973.89,30921,234,820,7.43,1318,34,9.21,1016,56.07,11,5631,7405,86,9229.97,1772.21,2.54,23467.6,434,3.93,11036,2.89,24.2,544,4.93,0.84,3.62,399,23.13,54.07,2419
